Date,MF_TuleR_S10ET-POTENTIAL,MF_TuleR_S10FLOW,MF_TuleR_S10PRECIP-INC,MF_TuleR_S10SATURATION FRACTION,MF_TuleR_S10STORAGE-SOIL,MF_TuleR_S10SWE-OBSERVED,MF_TuleR_S10TEMPERATURE-AIR,MF_TuleR_S20ET-POTENTIAL,MF_TuleR_S20FLOW,MF_TuleR_S20PRECIP-INC,MF_TuleR_S20SATURATION FRACTION,MF_TuleR_S20STORAGE-SOIL,MF_TuleR_S20SWE-OBSERVED,MF_TuleR_S20TEMPERATURE-AIR,NF_TuleR_S10ET-POTENTIAL,NF_TuleR_S10FLOW,NF_TuleR_S10PRECIP-INC,NF_TuleR_S10SATURATION FRACTION,NF_TuleR_S10STORAGE-SOIL,NF_TuleR_S10SWE-OBSERVED,NF_TuleR_S10TEMPERATURE-AIR,ReservoirInflowFLOW,ReservoirInflowFLOW-OBSERVED,SF_TuleR_S10ET-POTENTIAL,SF_TuleR_S10FLOW,SF_TuleR_S10PRECIP-INC,SF_TuleR_S10SATURATION FRACTION,SF_TuleR_S10STORAGE-SOIL,SF_TuleR_S10SWE-OBSERVED,SF_TuleR_S10TEMPERATURE-AIR,TuleR_S10ET-POTENTIAL,TuleR_S10FLOW,TuleR_S10PRECIP-INC,TuleR_S10SATURATION FRACTION,TuleR_S10STORAGE-SOIL,TuleR_S10SWE-OBSERVED,TuleR_S10TEMPERATURE-AIR,TuleR_S20ET-POTENTIAL,TuleR_S20FLOW,TuleR_S20PRECIP-INC,TuleR_S20SATURATION FRACTION,TuleR_S20STORAGE-SOIL,TuleR_S20SWE-OBSERVED,TuleR_S20TEMPERATURE-AIR
10/1/1981,0.010899,0.020000,0.005410,0.393230,1.966100,0.000000,61.258000,0.007801,0.100000,0.003910,0.395310,1.976600,0.000000,51.371000,0.010723,0.100000,0.004870,0.394330,1.971700,0.000000,60.402000,0.000000,16.200000,0.010305,0.100000,0.006540,0.393650,1.968300,0.000000,59.263000,0.013884,0.031000,0.005780,0.390700,1.953500,0.000000,68.741000,0.013041,0.040000,0.006850,0.391740,1.958700,0.000000,66.746000
10/2/1981,0.009551,0.130000,0.005150,0.387200,1.936000,0.000000,57.297000,0.006426,0.500000,0.003520,0.390690,1.953500,0.000000,45.944000,0.009620,0.500000,0.003270,0.386130,1.930600,0.000000,56.908000,2.000000,14.200000,0.008956,0.600000,0.006540,0.388910,1.944500,0.000000,54.939000,0.014370,0.180000,0.005770,0.379930,1.899600,0.000000,69.888000,0.012740,0.220000,0.006770,0.384350,1.921700,0.000000,65.973000
10/3/1981,0.008346,0.290000,0.000000,0.379830,1.899100,0.000000,53.445000,0.005651,1.000000,0.000000,0.385670,1.928400,0.000000,42.527000,0.008402,1.200000,0.000000,0.375550,1.877700,0.000000,53.056000,5.000000,12.100000,0.007835,1.300000,0.000000,0.384880,1.924400,0.000000,51.188000,0.013072,0.400000,0.000000,0.365350,1.826800,0.000000,67.056000,0.011343,0.480000,0.000000,0.374330,1.871700,0.000000,62.510000
10/4/1981,0.007660,0.470000,0.000000,0.367060,1.835300,0.000000,51.162000,0.005376,1.700000,0.000000,0.377380,1.886900,0.000000,41.310000,0.007638,1.900000,0.000000,0.362830,1.814100,0.000000,50.636000,8.000000,15.800000,0.007192,2.100000,0.000000,0.374690,1.873400,0.000000,49.025000,0.011266,0.639000,0.000000,0.346880,1.734400,0.000000,62.659000,0.009974,0.770000,0.000000,0.357640,1.788200,0.000000,58.855000
10/5/1981,0.008006,0.630000,0.000000,0.354800,1.774000,0.000000,52.565000,0.005826,2.300000,0.000000,0.368500,1.842500,0.000000,43.644000,0.008001,2.600000,0.000000,0.351030,1.755100,0.000000,52.183000,10.000000,19.800000,0.007548,2.900000,0.000000,0.363110,1.815600,0.000000,50.600000,0.011222,0.868000,0.000000,0.331740,1.658700,0.000000,62.653000,0.010142,1.040000,0.000000,0.342850,1.714200,0.000000,59.491000
10/6/1981,0.009700,0.780000,0.000000,0.341960,1.709800,0.000000,58.297000,0.007230,2.800000,0.000000,0.358260,1.791300,0.000000,49.793000,0.009594,3.200000,0.000000,0.338910,1.694600,0.000000,57.689000,13.000000,20.000000,0.009181,3.600000,0.000000,0.350520,1.752600,0.000000,56.448000,0.012854,1.072000,0.000000,0.317890,1.589500,0.000000,66.878000,0.011794,1.290000,0.000000,0.328710,1.643500,0.000000,64.168000
10/7/1981,0.009513,0.910000,0.000000,0.329550,1.647800,0.000000,57.779000,0.006864,3.200000,0.000000,0.347740,1.738700,0.000000,48.381000,0.009366,3.700000,0.000000,0.327250,1.636200,0.000000,56.974000,15.000000,16.200000,0.008978,4.200000,0.000000,0.338020,1.690100,0.000000,55.795000,0.013289,1.245000,0.000000,0.305140,1.525700,0.000000,67.992000,0.011898,1.500000,0.000000,0.315560,1.577800,0.000000,64.498000
10/8/1981,0.007980,1.010000,0.000000,0.319600,1.598000,0.000000,52.749000,0.005770,3.600000,0.000000,0.339010,1.695100,0.000000,43.641000,0.007891,4.100000,0.000000,0.317870,1.589400,0.000000,52.068000,16.000000,13.200000,0.007553,4.600000,0.000000,0.327840,1.639200,0.000000,50.891000,0.011362,1.386000,0.000000,0.294710,1.473500,0.000000,63.322000,0.010123,1.670000,0.000000,0.305080,1.525400,0.000000,59.734000
10/9/1981,0.008309,1.090000,0.000000,0.311370,1.556800,0.000000,54.067000,0.006117,3.900000,0.000000,0.331470,1.657300,0.000000,45.373000,0.008183,4.500000,0.000000,0.310060,1.550300,0.000000,53.324000,18.000000,15.800000,0.007848,5.000000,0.000000,0.319360,1.596800,0.000000,52.175000,0.011224,1.498000,0.000000,0.285880,1.429400,0.000000,63.065000,0.010191,1.800000,0.000000,0.296460,1.482300,0.000000,60.083000
10/10/1981,0.008103,1.150000,0.025390,0.307590,1.537900,0.000000,53.368000,0.005582,4.100000,0.030720,0.327820,1.639100,0.012000,42.874000,0.008005,4.700000,0.019810,0.304960,1.524800,0.001300,52.570000,19.000000,16.900000,0.007545,5.300000,0.016540,0.313560,1.567800,0.000000,50.939000,0.011834,1.584000,0.023120,0.280040,1.400200,0.000000,64.754000,0.010483,1.900000,0.024170,0.291450,1.457200,0.000000,60.951000
10/11/1981,0.006283,1.200000,0.041330,0.360960,1.804800,0.000000,46.159000,0.003163,4.300000,0.055980,0.356510,1.782600,0.140000,34.716000,0.006013,4.900000,0.042590,0.338880,1.694400,0.061000,45.514000,20.000000,31.100000,0.005817,5.500000,0.042940,0.338880,1.694400,0.008700,43.530000,0.009750,1.648000,0.025790,0.317390,1.586900,0.000000,59.051000,0.008531,1.980000,0.033440,0.335140,1.675700,0.000000,54.907000
10/12/1981,0.005361,1.230000,0.020830,0.409400,2.047000,0.000000,41.872000,0.001572,4.400000,0.034140,0.365130,1.825700,0.323000,30.490000,0.004859,5.000000,0.029490,0.378520,1.892600,0.140900,41.176000,20.000000,45.100000,0.004251,5.700000,0.028790,0.373390,1.867000,0.022400,39.243000,0.008239,1.693000,0.003230,0.327760,1.638800,0.000000,54.224000,0.007224,2.030000,0.011640,0.361860,1.809300,0.000000,50.245000
10/13/1981,0.005491,1.250000,0.005630,0.423620,2.118100,0.000000,42.616000,0.001762,4.500000,0.009570,0.367090,1.835400,0.376000,30.914000,0.005163,5.100000,0.008970,0.390370,1.951800,0.150600,41.849000,20.000000,32.900000,0.004562,5.800000,0.002430,0.379150,1.895800,0.025700,39.990000,0.008317,1.722000,0.000590,0.325960,1.629800,0.000000,54.598000,0.007342,2.070000,0.002700,0.365530,1.827600,0.000000,50.818000
10/14/1981,0.005811,1.270000,0.000730,0.424520,2.122600,0.000000,44.298000,0.001869,4.500000,0.000700,0.369210,1.846000,0.376000,32.564000,0.005415,5.200000,0.002260,0.392550,1.962800,0.148700,43.338000,21.000000,25.400000,0.005049,5.800000,0.000030,0.381580,1.907900,0.025700,41.634000,0.008521,1.739000,0.000030,0.319740,1.598700,0.000000,55.404000,0.007594,2.090000,0.000330,0.364100,1.820500,0.000000,51.919000
10/15/1981,0.006081,1.270000,0.002930,0.423570,2.117800,0.000000,45.665000,0.002625,4.600000,0.005200,0.373320,1.866600,0.392000,33.922000,0.005651,5.200000,0.004010,0.393120,1.965600,0.134600,44.663000,21.000000,27.800000,0.005517,5.800000,0.001540,0.385190,1.925900,0.027300,42.948000,0.008903,1.747000,0.000350,0.311480,1.557400,0.000000,56.780000,0.007920,2.100000,0.001520,0.358040,1.790200,0.000000,53.226000
10/16/1981,0.006477,1.270000,0.004090,0.421690,2.108500,0.000000,47.587000,0.004065,4.600000,0.008330,0.380000,1.900000,0.409000,36.999000,0.006354,5.200000,0.004440,0.396870,1.984400,0.113600,46.628000,21.000000,27.100000,0.005998,5.800000,0.002070,0.389870,1.949400,0.026800,45.076000,0.009236,1.746000,0.000360,0.303550,1.517700,0.000000,57.955000,0.008236,2.100000,0.001740,0.350810,1.754100,0.000000,54.484000
10/17/1981,0.007477,1.270000,0.001370,0.417810,2.089100,0.000000,51.855000,0.005464,4.500000,0.003560,0.405770,2.028800,0.334000,43.001000,0.007210,5.200000,0.002200,0.408230,2.041200,0.080400,50.574000,21.000000,25.100000,0.006960,5.800000,0.000530,0.397670,1.988400,0.016900,49.593000,0.009747,1.740000,0.000010,0.295550,1.477700,0.000000,59.647000,0.008875,2.090000,0.000290,0.341860,1.709300,0.000000,56.837000
10/18/1981,0.008582,1.260000,0.000860,0.408960,2.044800,0.000000,55.954000,0.006413,4.500000,0.002910,0.466420,2.332100,0.171000,47.560000,0.008261,5.200000,0.001960,0.420040,2.100200,0.036600,54.645000,21.000000,27.800000,0.008002,5.800000,0.000280,0.407970,2.039800,0.004900,53.740000,0.010691,1.729000,0.000000,0.287190,1.435900,0.000000,62.515000,0.009940,2.080000,0.000100,0.330970,1.654900,0.000000,60.302000
10/19/1981,0.009154,1.250000,0.000680,0.397210,1.986100,0.000000,57.901000,0.006694,4.800000,0.002510,0.530630,2.653100,0.045000,48.835000,0.008931,5.100000,0.000200,0.421750,2.108700,0.006200,56.897000,21.000000,24.200000,0.008523,5.700000,0.001950,0.402250,2.011300,0.000000,55.576000,0.011877,1.715000,0.000020,0.278400,1.392000,0.000000,65.798000,0.010981,2.060000,0.000080,0.319620,1.598100,0.000000,63.348000
10/20/1981,0.009380,1.240000,0.000030,0.384100,1.920500,0.000000,58.688000,0.006699,4.800000,0.000030,0.538440,2.692200,0.010000,48.922000,0.009190,5.100000,0.000000,0.410740,2.053700,0.001300,57.745000,21.000000,24.900000,0.008718,5.700000,0.001670,0.394260,1.971300,0.000000,56.257000,0.012492,1.697000,0.000020,0.269380,1.346900,0.000000,67.442000,0.011484,2.040000,0.000050,0.308440,1.542200,0.000000,64.780000
10/21/1981,0.009329,1.220000,0.000000,0.370880,1.854400,0.000000,58.629000,0.006635,4.500000,0.000000,0.530100,2.650500,0.000000,48.735000,0.009133,5.000000,0.000000,0.398330,1.991700,0.000000,57.655000,20.000000,22.200000,0.008686,5.600000,0.000000,0.384360,1.921800,0.000000,56.238000,0.012258,1.678000,0.000000,0.260590,1.302900,0.000000,66.968000,0.011351,2.020000,0.000000,0.297860,1.489300,0.000000,64.539000
10/22/1981,0.009378,1.210000,0.000000,0.358320,1.791600,0.000000,58.896000,0.006743,4.400000,0.000000,0.519400,2.597000,0.000000,49.292000,0.009171,4.900000,0.000000,0.386370,1.931800,0.000000,57.912000,20.000000,22.000000,0.008750,5.600000,0.000000,0.373090,1.865400,0.000000,56.581000,0.012118,1.658000,0.000000,0.252220,1.261100,0.000000,66.719000,0.011294,1.990000,0.000000,0.288080,1.440400,0.000000,64.498000
10/23/1981,0.009391,1.190000,0.000000,0.346300,1.731500,0.000000,59.030000,0.006779,4.300000,0.000000,0.508580,2.542900,0.000000,49.539000,0.009199,4.900000,0.000000,0.374950,1.874700,0.000000,58.099000,19.000000,20.100000,0.008795,5.500000,0.000000,0.362290,1.811400,0.000000,56.821000,0.012239,1.636000,0.000000,0.244130,1.220700,0.000000,67.124000,0.011343,1.970000,0.000000,0.278950,1.394700,0.000000,64.726000
10/24/1981,0.008921,1.180000,0.000000,0.335040,1.675200,0.000000,57.606000,0.006549,4.200000,0.000000,0.497940,2.489700,0.000000,48.680000,0.008802,4.800000,0.000000,0.364290,1.821400,0.000000,56.902000,19.000000,20.000000,0.008431,5.400000,0.000000,0.352130,1.760700,0.000000,55.685000,0.011895,1.614000,0.000000,0.236380,1.181900,0.000000,66.345000,0.010898,1.940000,0.000000,0.270520,1.352600,0.000000,63.597000
10/25/1981,0.008828,1.160000,0.000000,0.324730,1.623600,0.000000,57.415000,0.006680,4.200000,0.000000,0.487450,2.437200,0.000000,49.364000,0.008725,4.700000,0.000000,0.354320,1.771600,0.000000,56.811000,19.000000,23.800000,0.008391,5.300000,0.000000,0.342600,1.713000,0.000000,55.707000,0.011456,1.592000,0.000000,0.229110,1.145500,0.000000,65.305000,0.010617,1.910000,0.000000,0.262800,1.314000,0.000000,62.926000
10/26/1981,0.008512,1.140000,0.000000,0.315330,1.576600,0.000000,56.465000,0.006529,4.100000,0.000000,0.477050,2.385300,0.000000,48.818000,0.008370,4.700000,0.000000,0.344920,1.724600,0.000000,55.753000,19.000000,17.400000,0.008116,5.300000,0.000000,0.333570,1.667900,0.000000,54.886000,0.010539,1.569000,0.000000,0.222470,1.112300,0.000000,62.885000,0.009939,1.890000,0.000000,0.255700,1.278500,0.000000,61.078000
10/27/1981,0.007947,1.130000,0.004110,0.307680,1.538400,0.000000,54.545000,0.005895,4.100000,0.003180,0.468240,2.341200,0.000000,46.012000,0.007782,4.600000,0.004980,0.337270,1.686300,0.000000,53.673000,18.000000,23.600000,0.007536,5.200000,0.002470,0.325860,1.629300,0.000000,52.759000,0.010191,1.546000,0.004400,0.216870,1.084400,0.000000,61.970000,0.009433,1.860000,0.004710,0.249760,1.248800,0.000000,59.611000
10/28/1981,0.006577,1.110000,0.035350,0.311670,1.558300,0.000000,49.103000,0.004488,4.000000,0.027440,0.465720,2.328600,0.024000,38.565000,0.006489,4.500000,0.036610,0.340650,1.703300,0.005200,48.268000,18.000000,30.600000,0.006140,5.100000,0.030800,0.326230,1.631100,0.001900,46.753000,0.009808,1.523000,0.046430,0.224360,1.121800,0.000000,60.891000,0.008595,1.830000,0.043680,0.256980,1.284900,0.000000,56.834000
10/29/1981,0.005203,1.090000,0.067880,0.398880,1.994400,0.000000,42.579000,0.001694,3.900000,0.085220,0.474670,2.373300,0.147000,31.994000,0.004928,4.500000,0.068040,0.406920,2.034600,0.034700,42.166000,18.000000,109.800000,0.004415,5.000000,0.083250,0.381840,1.909200,0.032700,40.289000,0.008238,1.500000,0.048400,0.323430,1.617100,0.000000,55.839000,0.007122,1.800000,0.060420,0.356240,1.781200,0.000000,51.403000
10/30/1981,0.005196,1.300000,0.046700,0.508690,2.543400,0.000000,42.737000,0.003456,3.900000,0.079350,0.487050,2.435300,0.346000,34.445000,0.004968,4.700000,0.047010,0.478700,2.393500,0.077700,42.471000,18.000000,79.400000,0.004932,5.000000,0.068890,0.461430,2.307200,0.084600,41.046000,0.007399,1.477000,0.007660,0.352380,1.761900,0.000000,52.845000,0.006629,1.780000,0.026590,0.424850,2.124200,0.000000,49.564000
10/31/1981,0.006452,1.920000,0.011650,0.540840,2.704200,0.000000,48.979000,0.004969,4.600000,0.022030,0.531700,2.658500,0.377000,41.721000,0.006346,5.800000,0.012840,0.517790,2.589000,0.080600,48.319000,23.000000,56.400000,0.006089,7.000000,0.014560,0.530170,2.650900,0.085200,47.174000,0.007915,1.455000,0.001330,0.354360,1.771800,0.000000,54.898000,0.007512,1.760000,0.005600,0.441030,2.205200,0.000000,53.342000
11/1/1981,0.008075,1.430000,0.003220,0.542910,2.714500,0.000000,55.522000,0.006094,29.600000,0.005320,0.588540,2.942700,0.219000,47.432000,0.007874,15.800000,0.004600,0.539380,2.696900,0.043900,54.601000,80.000000,45.600000,0.007497,30.100000,0.003300,0.560670,2.803400,0.045700,53.175000,0.009244,1.433000,0.000200,0.349170,1.745800,0.000000,59.545000,0.009131,1.730000,0.001270,0.440840,2.204200,0.000000,59.153000
11/2/1981,0.008516,1.150000,0.001630,0.541750,2.708800,0.000000,57.130000,0.006297,69.300000,0.001680,0.597240,2.986200,0.111000,48.408000,0.008381,22.600000,0.002360,0.539850,2.699200,0.016400,56.397000,133.000000,45.000000,0.007915,36.900000,0.002700,0.560040,2.800200,0.020200,54.738000,0.010232,1.411000,0.000160,0.338760,1.693800,0.000000,62.666000,0.009984,1.700000,0.000810,0.433630,2.168200,0.000000,61.874000
11/3/1981,0.008461,1.050000,0.000000,0.534560,2.672800,0.000000,57.013000,0.006279,61.000000,0.000000,0.596090,2.980400,0.058000,48.393000,0.008395,12.600000,0.000000,0.533910,2.669600,0.008200,56.486000,94.000000,38.400000,0.007930,16.600000,0.000000,0.554420,2.772100,0.007700,54.836000,0.010320,1.389000,0.000000,0.327100,1.635500,0.000000,63.016000,0.010029,1.670000,0.000000,0.419590,2.097900,0.000000,62.089000
11/4/1981,0.008102,1.020000,0.000000,0.522110,2.610600,0.000000,55.826000,0.005957,26.400000,0.000000,0.590530,2.952700,0.023000,47.015000,0.008022,6.900000,0.000000,0.523310,2.616600,0.003200,55.241000,46.000000,38.000000,0.007581,8.700000,0.000000,0.544470,2.722400,0.001600,53.625000,0.010012,1.368000,0.000000,0.316420,1.582100,0.000000,62.195000,0.009645,1.640000,0.000000,0.404410,2.022000,0.000000,61.006000
11/5/1981,0.007374,1.010000,0.000000,0.509740,2.548700,0.000000,53.177000,0.005330,11.800000,0.000000,0.582030,2.910200,0.005000,44.012000,0.007260,5.200000,0.000000,0.511300,2.556500,0.000700,52.437000,27.000000,37.100000,0.006893,6.300000,0.000000,0.533200,2.666000,0.000000,50.968000,0.009389,1.347000,0.000000,0.307040,1.535200,0.000000,60.362000,0.008849,1.620000,0.000000,0.390640,1.953200,0.000000,58.532000
11/6/1981,0.006882,0.990000,0.000000,0.498340,2.491700,0.000000,51.275000,0.004911,7.500000,0.000000,0.573850,2.869200,0.000000,41.819000,0.006734,4.700000,0.000000,0.500120,2.500600,0.000000,50.364000,22.000000,29.500000,0.006419,5.700000,0.000000,0.522720,2.613600,0.000000,49.000000,0.008811,1.326000,0.000000,0.298770,1.493900,0.000000,58.566000,0.008233,1.590000,0.000000,0.378520,1.892600,0.000000,56.507000
11/7/1981,0.006764,0.980000,0.000000,0.487430,2.437100,0.000000,50.870000,0.004909,6.500000,0.000000,0.565990,2.829900,0.000000,41.917000,0.006625,4.600000,0.000000,0.489450,2.447300,0.000000,50.019000,21.000000,34.600000,0.006295,5.600000,0.000000,0.512790,2.564000,0.000000,48.564000,0.008866,1.305000,0.000000,0.291100,1.455500,0.000000,58.831000,0.008185,1.570000,0.000000,0.367540,1.837700,0.000000,56.399000
11/8/1981,0.007023,0.970000,0.000000,0.476400,2.382000,0.000000,52.026000,0.005177,6.500000,0.000000,0.557920,2.789600,0.000000,43.469000,0.006959,4.600000,0.000000,0.478610,2.393100,0.000000,51.491000,21.000000,39.700000,0.006564,5.700000,0.000000,0.502830,2.514200,0.000000,49.834000,0.009150,1.285000,0.000000,0.283600,1.418000,0.000000,59.857000,0.008542,1.550000,0.000000,0.357100,1.785500,0.000000,57.731000
11/9/1981,0.007460,0.960000,0.000000,0.464800,2.324000,0.000000,53.820000,0.005352,6.700000,0.000000,0.549490,2.747500,0.000000,44.426000,0.007437,4.600000,0.000000,0.467150,2.335800,0.000000,53.375000,21.000000,35.300000,0.006964,5.800000,0.000000,0.492450,2.462300,0.000000,51.516000,0.009669,1.265000,0.000000,0.276050,1.380200,0.000000,61.590000,0.009137,1.520000,0.000000,0.346750,1.733800,0.000000,59.802000
11/10/1981,0.007204,0.950000,0.000000,0.453090,2.265500,0.000000,52.882000,0.005152,7.000000,0.000000,0.541100,2.705500,0.000000,43.463000,0.007176,4.700000,0.000000,0.455660,2.278300,0.000000,52.417000,21.000000,34.100000,0.006726,5.900000,0.000000,0.482060,2.410300,0.000000,50.586000,0.009709,1.246000,0.000000,0.268590,1.343000,0.000000,61.793000,0.008981,1.500000,0.000000,0.336790,1.683900,0.000000,59.352000
11/11/1981,0.007211,0.940000,0.000000,0.441620,2.208100,0.000000,53.025000,0.005363,7.200000,0.000000,0.532680,2.663400,0.000000,44.670000,0.007168,4.700000,0.000000,0.444640,2.223200,0.000000,52.581000,21.000000,34.900000,0.006794,5.900000,0.000000,0.471900,2.359500,0.000000,51.053000,0.009357,1.227000,0.000000,0.261580,1.307900,0.000000,60.775000,0.008722,1.470000,0.000000,0.327510,1.637500,0.000000,58.606000
11/12/1981,0.007290,0.920000,0.000810,0.430520,2.152600,0.000000,53.433000,0.005440,7.400000,0.000490,0.524190,2.621000,0.000000,45.168000,0.007178,4.700000,0.002010,0.434520,2.172600,0.000000,52.753000,22.000000,31.200000,0.006850,5.900000,0.000120,0.461740,2.308700,0.000000,51.408000,0.009510,1.208000,0.001140,0.255090,1.275500,0.000000,61.335000,0.008788,1.450000,0.001350,0.318940,1.594700,0.000000,58.912000
11/13/1981,0.006679,0.910000,0.011330,0.423590,2.118000,0.000000,50.944000,0.004842,7.600000,0.011060,0.518430,2.592200,0.000000,42.048000,0.006585,4.700000,0.018130,0.430380,2.151900,0.000000,50.271000,22.000000,33.800000,0.006254,5.900000,0.005560,0.453490,2.267500,0.000000,48.811000,0.009700,1.189000,0.011170,0.250670,1.253300,0.000000,61.979000,0.008551,1.430000,0.013720,0.313840,1.569200,0.000000,58.093000
11/14/1981,0.006235,0.900000,0.028340,0.434480,2.172400,0.000000,49.035000,0.004595,8.000000,0.046860,0.537320,2.686600,0.046000,40.666000,0.006317,5.800000,0.040600,0.461610,2.308100,0.009800,49.067000,23.000000,45.200000,0.005972,5.900000,0.022780,0.454260,2.271300,0.000900,47.491000,0.009069,1.170000,0.012940,0.253690,1.268400,0.000000,60.074000,0.008087,1.410000,0.020290,0.324020,1.620100,0.000000,56.527000
11/15/1981,0.006443,0.900000,0.023350,0.480390,2.401900,0.000000,50.037000,0.004847,33.100000,0.054570,0.590720,2.953600,0.088000,42.199000,0.006592,23.700000,0.030700,0.501790,2.508900,0.017000,50.348000,68.000000,79.800000,0.006215,7.900000,0.020750,0.488740,2.443700,0.001200,48.704000,0.009264,1.152000,0.003110,0.256950,1.284700,0.000000,60.790000,0.008331,1.390000,0.009330,0.341500,1.707500,0.000000,57.474000
11/16/1981,0.007102,1.250000,0.008540,0.493710,2.468600,0.000000,52.919000,0.005302,51.400000,0.020540,0.596850,2.984300,0.054000,44.760000,0.007136,20.700000,0.010540,0.506140,2.530700,0.008300,52.762000,86.000000,67.000000,0.006722,10.500000,0.005090,0.495210,2.476000,0.000000,51.075000,0.010273,1.134000,0.004170,0.255400,1.277000,0.000000,63.955000,0.009135,1.360000,0.005610,0.343850,1.719300,0.000000,60.271000
11/17/1981,0.006058,1.060000,0.010130,0.495510,2.477500,0.000000,48.472000,0.004553,29.900000,0.011340,0.597030,2.985100,0.075000,40.649000,0.006121,12.500000,0.011600,0.507490,2.537400,0.012400,48.465000,54.000000,59.400000,0.005819,7.700000,0.007930,0.495380,2.476900,0.003800,47.061000,0.008556,1.117000,0.009680,0.253750,1.268800,0.000000,58.581000,0.007721,1.340000,0.010780,0.343820,1.719100,0.000000,55.428000
11/18/1981,0.005131,1.250000,0.012120,0.506680,2.533400,0.000000,43.960000,0.003930,20.800000,0.019120,0.597920,2.989600,0.144000,36.777000,0.005146,12.000000,0.014100,0.513630,2.568100,0.021600,43.805000,45.000000,64.600000,0.004940,8.300000,0.012670,0.498490,2.492400,0.006400,42.688000,0.006834,1.100000,0.006050,0.253760,1.268800,0.000000,52.131000,0.006297,1.320000,0.008420,0.348260,1.741300,0.000000,49.706000
11/19/1981,0.005484,1.340000,0.006010,0.514820,2.574100,0.000000,45.925000,0.004209,24.600000,0.014880,0.598680,2.993400,0.164000,38.679000,0.005388,16.300000,0.007080,0.517570,2.587900,0.019700,45.257000,57.000000,95.900000,0.005160,12.100000,0.006910,0.505700,2.528500,0.002400,44.053000,0.006693,1.083000,0.000340,0.253340,1.266700,0.000000,51.609000,0.006387,1.310000,0.001900,0.350710,1.753600,0.000000,50.231000
11/20/1981,0.005950,1.080000,0.001130,0.515530,2.577700,0.000000,48.293000,0.004587,26.800000,0.004970,0.598750,2.993800,0.123000,41.066000,0.005817,9.600000,0.000270,0.517940,2.589700,0.012800,47.501000,49.000000,44.600000,0.005607,8.700000,0.002420,0.506140,2.530700,0.000400,46.449000,0.006914,1.066000,0.000040,0.250800,1.254000,0.000000,52.610000,0.006730,1.280000,0.000180,0.350030,1.750100,0.000000,51.814000
11/21/1981,0.006444,0.900000,0.000110,0.514070,2.570300,0.000000,50.609000,0.004984,21.600000,0.000130,0.598750,2.993800,0.071000,43.399000,0.006308,6.600000,0.000000,0.515670,2.578300,0.007700,49.849000,38.000000,46.600000,0.006105,6.700000,0.001920,0.505350,2.526800,0.000000,48.891000,0.007601,1.049000,0.000040,0.246300,1.231500,0.000000,55.413000,0.007317,1.260000,0.000130,0.345780,1.728900,0.000000,54.284000
11/22/1981,0.006860,0.840000,0.000000,0.507650,2.538300,0.000000,52.445000,0.005300,15.200000,0.000000,0.598060,2.990300,0.042000,45.126000,0.006755,5.700000,0.000000,0.508140,2.540700,0.004800,51.818000,30.000000,44.200000,0.006524,6.000000,0.000000,0.502300,2.511500,0.000000,50.783000,0.008251,1.033000,0.000000,0.241010,1.205100,0.000000,57.878000,0.007902,1.240000,0.000000,0.338180,1.690900,0.000000,56.575000
11/23/1981,0.007060,0.810000,0.000000,0.497080,2.485400,0.000000,53.323000,0.005385,11.600000,0.000000,0.593370,2.966800,0.023000,45.622000,0.006938,5.500000,0.000000,0.497670,2.488400,0.003000,52.622000,26.000000,43.100000,0.006668,5.700000,0.000000,0.495660,2.478300,0.000000,51.434000,0.008948,1.017000,0.000000,0.235450,1.177300,0.000000,60.334000,0.008339,1.220000,0.000000,0.329650,1.648200,0.000000,58.194000
11/24/1981,0.005930,0.800000,0.002320,0.487450,2.437300,0.000000,48.378000,0.004464,10.400000,0.001430,0.586290,2.931500,0.019000,40.543000,0.005896,5.400000,0.002580,0.488480,2.442400,0.003400,47.970000,25.000000,66.400000,0.005610,5.700000,0.001550,0.487730,2.438700,0.000000,46.566000,0.007737,1.001000,0.003720,0.230640,1.153200,0.000000,56.115000,0.007196,1.200000,0.003320,0.322360,1.611800,0.000000,53.924000
11/25/1981,0.004273,0.800000,0.003230,0.483870,2.419400,0.000100,39.338000,0.001514,10.200000,0.002150,0.583330,2.916600,0.027000,32.088000,0.004085,5.500000,0.004290,0.485150,2.425800,0.010700,39.656000,24.000000,51.100000,0.003678,5.600000,0.003550,0.484080,2.420400,0.005100,37.914000,0.005876,0.986000,0.003770,0.228900,1.144500,0.000000,48.294000,0.005425,1.190000,0.003690,0.319730,1.598600,0.000000,45.906000
11/26/1981,0.003187,0.790000,0.011780,0.483670,2.418300,0.020500,35.922000,0.000226,10.200000,0.007940,0.583050,2.915200,0.084000,27.696000,0.002866,5.500000,0.011180,0.485050,2.425300,0.043300,35.982000,24.000000,55.600000,0.002232,5.600000,0.011390,0.483550,2.417800,0.039300,34.086000,0.005724,0.970000,0.015260,0.228460,1.142300,0.000000,47.586000,0.004978,1.170000,0.014380,0.319330,1.596700,0.000910,43.560000
